loan_id,date_loan,amount,duration,payments,status,frequency,date_account,account_district_name,account_district_region,account_district_no. of inhabitants,account_district_no. of municipalities with inhabitants < 499,account_district_no. of municipalities with inhabitants 500-1999,account_district_no. of municipalities with inhabitants 2000-9999,account_district_no. of municipalities with inhabitants >10000,account_district_no. of cities,account_district_ratio of urban inhabitants,account_district_average salary,account_district_unemploymant rate '95,account_district_unemploymant rate '96,account_district_no. of enterpreneurs per 1000 inhabitants,account_district_no. of commited crimes '95,account_district_no. of commited crimes '96,num_holders,num_cards,type_card,birth_number,gender,client_district_name,client_district_region,client_district_no. of inhabitants,client_district_no. of municipalities with inhabitants < 499,client_district_no. of municipalities with inhabitants 500-1999,client_district_no. of municipalities with inhabitants 2000-9999,client_district_no. of municipalities with inhabitants >10000,client_district_no. of cities,client_district_ratio of urban inhabitants,client_district_average salary,client_district_unemploymant rate '95,client_district_unemploymant rate '96,client_district_no. of enterpreneurs per 1000 inhabitants,client_district_no. of commited crimes '95,client_district_no. of commited crimes '96,balance_mean,balance_max,balance_min,balance_std,reached_negative_balance,credit_mean,credit_count,credit_max,credit_min,withdrawal_mean,withdrawal_count,withdrawal_max,withdrawal_min,household_mean,household_sum,household_count,pension_mean,pension_sum,pension_count,payment_statement_mean,payment_statement_sum,payment_statement_count,insurances_mean,insurances_sum,insurances_count,sanctions_mean,sanctions_sum,sanctions_count
6698,960310,247728,48,5161,1,2,950808,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,790619,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,60054.73399999997,108390.1,200.0,23168.339445014884,0.0,14307.730434782608,23,48620.0,32.1,-10241.703703703704,27.0,-30.0,-57900.0,-4104.0,-12312.0,3.0,0.0,0.0,0.0,-30.0,-90.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
6063,960425,320976,48,6687,-1,1,950818,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,360809,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,49482.96799999998,130775.0,1000.0,27435.703120029266,0.0,17416.526086956525,23,70071.0,68.7,-13115.474074074076,27.0,-14.6,-49700.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.6,-43.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0
5429,960718,20196,36,561,1,1,950211,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,710225,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,52636.598958333365,77158.8,200.0,15288.688964738772,0.0,12967.817647058822,34,35469.0,57.8,-6051.9548387096775,62.0,-14.6,-24500.0,-5742.0,-74646.0,13.0,0.0,0.0,0.0,-14.599999999999996,-175.19999999999996,12.0,0.0,0.0,0.0,0.0,0.0,0.0
6012,960803,258444,36,7179,1,2,960111,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,660527,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,40688.137500000004,61790.4,600.0,17230.15961775069,0.0,8032.675,12,31830.0,141.4,-10625.0,4.0,-5200.0,-14600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5385,960909,71460,36,1985,1,1,960113,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,2,0,0.0,800831,0,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,49220.980645161304,76403.1,700.0,16380.594606473016,0.0,11367.79375,16,33669.0,84.1,-8815.72,15.0,-14.6,-26600.0,-7264.0,-21792.0,3.0,0.0,0.0,0.0,-14.6,-43.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7194,960917,68832,36,1912,1,1,951023,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,590701,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,37557.05471698115,61939.6,700.0,12288.790411270784,0.0,9718.266666666665,24,28353.0,28.1,-6265.434482758621,29.0,-14.6,-24000.0,-5435.0,-32610.0,6.0,0.0,0.0,0.0,-14.6,-87.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
5375,961003,101520,12,8460,1,1,960201,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,761012,0,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,26449.09210526315,43218.7,400.0,10352.391968575042,0.0,6132.844444444445,18,18513.0,33.0,-4683.5199999999995,20.0,-14.6,-10000.0,-3468.0,-13872.0,4.0,0.0,0.0,0.0,-14.6,-58.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
5635,961004,77184,36,2144,1,1,950311,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,541209,0,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,50722.27012987011,142917.9,200.0,30287.2146676703,0.0,15884.205555555553,36,48447.0,36.3,-13399.643902439026,41.0,-14.6,-63600.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.599999999999998,-131.39999999999998,9.0,0.0,0.0,0.0,0.0,0.0,0.0
6817,961004,70656,48,1472,1,1,960105,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,520726,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,32646.85094339623,55343.2,600.0,12948.761537492877,0.0,5128.586206896552,29,22317.0,37.4,-5260.541666666667,24.0,-14.6,-26080.0,-6270.0,-25080.0,4.0,0.0,0.0,0.0,-14.6,-73.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
6309,961111,110136,24,4589,1,1,950508,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,580224,0,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,50815.80476190475,140542.8,400.0,29147.984917001577,0.0,13368.28275862069,29,45640.0,83.5,-10203.929411764708,34.0,-14.6,-60700.0,-4891.0,-29346.0,6.0,0.0,0.0,0.0,-14.6,-87.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
6940,961122,228276,36,6341,1,1,960609,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,2,0,0.0,610803,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,41402.135,60236.6,500.0,14856.81419017355,0.0,7594.046153846154,13,22288.0,66.5,-6430.657142857142,7.0,-14.6,-9100.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.6,-14.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6687,930913,87840,24,3660,1,1,930512,53,1,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,2,0,0.0,800216,0,52,1,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,46318.552941176466,65847.8,500.0,20670.977382163066,0.0,7331.9857142857145,14,32938.0,51.3,-19600.0,3.0,-15200.0,-22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6027,960210,61656,24,2569,-1,2,950827,53,1,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,1,0,0.0,531225,0,52,1,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,44763.458333333336,89256.9,400.0,24849.14908023497,0.0,13988.388888888889,9,47337.0,36.9,-22066.666666666668,3.0,-13800.0,-31400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6137,960410,44628,12,3719,1,2,940714,53,1,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,1,0,0.0,431126,1,52,1,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,49477.32123287676,112689.5,900.0,22661.883780456665,0.0,25106.97209302326,43,71565.0,95.5,-9700.582524271844,103.0,-30.0,-59000.0,-11878.0,-190048.0,16.0,0.0,0.0,0.0,-30.0,-480.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
5082,961024,262980,60,4383,1,1,951021,53,1,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,1,0,0.0,660309,0,52,1,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,41729.616071428565,78574.3,900.0,16330.173222315432,0.0,10113.641666666666,24,44022.0,66.3,-5207.687500000001,32.0,-14.6,-22300.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.599999999999998,-145.99999999999997,10.0,0.0,0.0,0.0,0.0,0.0,0.0
7284,930915,52788,12,4399,1,1,930114,9,5,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845.0,1879,1,0,0.0,730216,1,9,5,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845.0,1879,22198.179069767444,41469.1,1000.0,6652.642956340848,0.0,4304.038095238095,21,11427.0,43.9,-3152.536363636363,22.0,-14.6,-17920.0,-506.0,-2024.0,4.0,0.0,0.0,0.0,-14.6,-43.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0
6210,940606,87216,48,1817,-1,1,931126,9,5,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845.0,1879,1,0,0.0,640513,1,9,5,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845.0,1879,28362.248484848482,41410.0,200.0,8425.33267236824,0.0,3691.823809523809,21,16356.0,16.7,-4653.099999999999,12.0,-14.6,-12600.0,-5050.0,-10100.0,2.0,0.0,0.0,0.0,-14.6,-29.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5980,950818,21396,12,1783,1,1,940604,9,5,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845.0,1879,2,0,0.0,680909,1,9,5,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845.0,1879,30812.946153846144,46848.9,1000.0,7990.971151238131,0.0,5691.885294117647,34,16048.0,59.2,-3835.0454545454554,44.0,-14.6,-14075.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.599999999999998,-145.99999999999997,10.0,0.0,0.0,0.0,0.0,0.0,0.0
6144,960809,44376,12,3698,1,1,960227,9,5,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845.0,1879,1,0,0.0,620523,1,9,5,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845.0,1879,53505.2153846154,124090.0,800.0,28278.245064616272,0.0,18505.683333333334,18,49412.0,108.4,-12612.41904761905,21.0,-14.6,-54100.0,-6049.0,-24196.0,4.0,0.0,0.0,0.0,-14.6,-43.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0
6111,930924,174744,24,7281,-1,1,930414,23,7,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,1,0,0.0,480812,0,24,7,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,37485.456249999996,105628.0,1000.0,28302.653142986746,0.0,13374.849999999999,16,47436.0,77.8,-9741.05,16.0,-14.6,-52600.0,-4650.0,-18600.0,4.0,0.0,0.0,0.0,-14.6,-43.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0
6650,940217,49320,12,4110,-1,0,930903,23,7,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,1,0,0.0,451003,0,24,7,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,46576.27755102044,126833.0,900.0,24439.87718091979,0.0,15663.035294117646,17,45628.0,166.4,-7831.1875,32.0,-100.0,-62700.0,-695.0,-3475.0,5.0,0.0,0.0,0.0,-100.0,-500.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
5464,950130,95808,12,7984,1,1,931127,23,7,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,1,0,0.0,400907,1,18,2,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,59701.786666666696,122452.2,900.0,24705.82136034003,0.0,18972.2875,40,49008.0,109.8,-13727.819999999998,50.0,-14.6,-57700.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.599999999999998,-145.99999999999997,10.0,0.0,0.0,0.0,0.0,0.0,0.0
5877,950223,97224,24,4051,1,1,930910,23,7,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,2,0,0.0,510407,0,41,5,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003.0,1181,22360.536607142865,43393.0,1000.0,7476.9377922628555,0.0,5482.85238095238,42,16257.0,51.9,-3011.431428571429,70.0,-14.6,-11700.0,-3716.0,-48308.0,13.0,0.0,0.0,0.0,-14.599999999999996,-175.19999999999996,12.0,0.0,0.0,0.0,0.0,0.0,0.0
7034,960711,19044,36,529,1,1,950528,23,7,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,1,0,0.0,740405,0,24,7,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,43121.75507246379,64981.1,600.0,10532.784888113656,0.0,8717.206896551726,29,24126.0,14.2,-5065.785000000001,40.0,-14.6,-22300.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.599999999999998,-131.39999999999998,9.0,0.0,0.0,0.0,0.0,0.0,0.0
5897,960925,15192,24,633,1,1,941110,23,7,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,1,0,0.0,721227,0,24,7,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198.0,5273,29941.90532544376,48157.1,500.0,7237.180988793551,0.0,7555.323404255322,47,21513.0,72.8,-2768.4278688524596,122.0,-14.6,-14000.0,-3195.0,-57510.0,18.0,0.0,0.0,0.0,-14.599999999999996,-248.19999999999993,17.0,-3103.0,-55854.0,18.0,0.0,0.0,0.0
7235,931013,154416,48,3217,1,2,930420,43,5,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740.0,1910,1,0,0.0,690525,0,42,5,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740.0,1910,46715.80000000001,81723.5,8897.0,20286.965558464442,0.0,11408.987500000001,16,39098.0,13.6,-8071.3125,16.0,-30.0,-19200.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,-120.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
5997,931104,117024,24,4876,1,1,930620,8,5,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,1,0,0.0,351003,1,8,5,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,44131.16923076922,76985.2,800.0,19844.247591152816,0.0,13154.833333333334,9,29255.0,45.1,-16300.0,4.0,-2100.0,-24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6734,960530,173016,36,4806,1,2,950717,8,5,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,1,0,0.0,450223,0,8,5,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,61799.24361702134,123928.2,300.0,26512.878935391014,0.0,14459.529787234043,47,49769.0,39.4,-12580.127659574468,47.0,-30.0,-62700.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,-240.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
5611,961115,321180,60,5353,1,1,960327,8,5,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,2,0,0.0,360907,1,8,5,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,40524.463157894745,90257.3,700.0,21716.750250296227,0.0,16276.900000000003,17,48180.0,17.7,-11405.895238095238,21.0,-14.6,-34000.0,-14723.0,-58892.0,4.0,0.0,0.0,0.0,-14.6,-43.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7101,961118,421008,48,8771,1,1,960119,8,5,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,1,0,0.0,530601,1,8,5,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,37436.42199999999,72330.4,600.0,12359.209052004046,0.0,10392.413636363637,22,31540.0,44.9,-7052.321428571428,28.0,-14.6,-19100.0,-9902.0,-59412.0,6.0,0.0,0.0,0.0,-14.6,-73.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
7121,931110,21924,36,609,1,1,930117,5,6,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,2,0,0.0,600820,1,5,6,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,34272.21333333334,60432.4,1100.0,10171.031845987447,0.0,7551.738095238095,21,21739.5,38.3,-4562.625,24.0,-14.6,-17200.0,-6262.0,-31310.0,5.0,0.0,0.0,0.0,-14.6,-73.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
6064,940804,14628,12,1219,1,1,930701,5,6,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,1,0,0.0,490308,0,5,6,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,32788.14215686275,52184.7,200.0,9015.76816505543,0.0,7799.868965517241,29,23230.5,49.4,-2620.4575342465755,73.0,-2.0,-14100.0,-2.0,-16.0,8.0,0.0,0.0,0.0,-14.599999999999998,-131.39999999999998,9.0,-372.0,-2976.0,8.0,0.0,0.0,0.0
7061,940827,121896,24,5079,1,1,930428,5,6,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,1,0,0.0,650307,1,5,6,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,54422.59677419357,133454.9,600.0,21910.82755637759,0.0,16312.041025641029,39,49558.0,17.7,-11004.674074074072,54.0,-14.6,-64900.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.599999999999998,-131.39999999999998,9.0,0.0,0.0,0.0,0.0,0.0,0.0
6624,940930,71460,12,5955,1,1,931108,5,6,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,2,0,0.0,450803,1,5,6,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,47991.53023255813,82549.0,200.0,19235.72960061234,0.0,13133.975,20,48487.0,35.9,-8085.147826086957,23.0,-14.6,-24300.0,-7268.0,-29072.0,4.0,0.0,0.0,0.0,-14.6,-58.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
7154,961205,417600,60,6960,1,0,951024,5,6,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,1,1,3.0,701012,1,5,6,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,43196.74411764707,87052.1,200.0,18631.358322644715,0.0,8001.857142857144,21,36305.0,175.0,-8415.384615384615,13.0,-100.0,-31700.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6077,931122,79608,24,3317,1,1,930113,12,2,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,1,0,0.0,700428,1,12,2,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,69954.57169811323,125825.7,800.0,24870.232927680197,0.0,23558.29090909091,22,67124.0,110.2,-13372.148387096773,31.0,-14.6,-51700.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.6,-87.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
6103,940407,149340,60,2489,1,2,930521,12,2,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,1,0,0.0,630201,1,12,2,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,29069.116071428583,53214.0,500.0,10432.344642413835,0.0,7546.752173913044,23,22404.0,32.2,-4546.575757575758,33.0,-30.0,-13200.0,-8754.0,-52524.0,6.0,0.0,0.0,0.0,-30.0,-180.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
6642,940605,77640,12,6470,1,2,930707,12,2,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,1,0,0.0,670710,1,43,7,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029.0,1127,55570.304999999986,117489.5,700.0,23174.951836868207,0.0,18776.67727272727,22,58227.0,138.1,-10059.5,38.0,-30.0,-35000.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,-180.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
7227,951002,314520,60,5242,1,2,940605,12,2,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,1,0,0.0,551118,0,12,2,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,63527.41999999999,128119.4,500.0,28698.37982616585,0.0,18056.9125,56,49457.0,88.2,-12982.432432432432,74.0,-30.0,-56700.0,-10472.0,-125664.0,12.0,0.0,0.0,0.0,-30.0,-390.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
5593,960418,277884,36,7719,-1,1,940526,12,2,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,1,0,0.0,800917,0,12,2,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,46487.00256410258,129394.2,1000.0,28041.875079726327,0.0,13759.673913043482,46,47031.0,15.0,-8751.14084507042,71.0,-14.6,-53200.0,-6276.923076923077,-81600.0,13.0,0.0,0.0,0.0,-14.599999999999996,-218.99999999999994,15.0,0.0,0.0,0.0,0.0,0.0,0.0
6228,931201,464520,60,7742,-1,2,930319,29,1,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640.0,3120,1,0,0.0,401202,0,68,4,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460.0,3590,51760.01617647061,125943.1,200.0,27848.68670757384,0.0,16035.55806451613,31,47757.0,42.4,-11073.837837837838,37.0,-30.0,-41000.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,-210.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
6356,931208,95400,36,2650,1,2,930315,56,2,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660.0,2123,1,0,0.0,710210,1,27,1,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616.0,3040,41562.32340425535,92354.8,200.0,23576.7433442569,0.0,11706.59090909091,22,35760.0,23.6,-9195.12,25.0,-30.0,-33500.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,-180.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,950606,63360,60,1056,1,1,930906,56,2,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660.0,2123,2,0,0.0,550814,1,55,2,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660.0,2123,29108.36386554623,40733.8,700.0,6107.706916241167,0.0,4125.163265306123,49,12138.0,51.7,-2521.394285714286,70.0,-14.6,-7300.0,-5394.0,-86304.0,16.0,0.0,0.0,0.0,-14.599999999999996,-233.59999999999994,16.0,0.0,0.0,0.0,0.0,0.0,0.0
5523,931208,93888,36,2608,1,0,930705,69,6,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,1,0,0.0,501020,0,69,6,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,37510.494736842105,52378.2,600.0,14598.865783434978,0.0,7084.7,12,15649.0,48.0,-7185.714285714285,7.0,-100.0,-15500.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5657,940705,4980,12,415,1,1,931105,69,6,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,1,0,0.0,520726,0,69,6,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,30533.371739130445,41106.2,800.0,8705.183539928967,0.0,5352.515789473684,19,15528.0,35.6,-2933.2370370370368,27.0,-14.6,-16000.0,-489.0,-1467.0,3.0,0.0,0.0,0.0,-14.6,-58.4,4.0,-1540.0,-6160.0,4.0,0.0,0.0,0.0
6526,950103,288468,36,8013,1,1,940829,69,6,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,1,0,0.0,581026,0,69,6,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,36999.52352941176,71939.2,600.0,16205.721811081474,0.0,6845.75,14,30950.0,6.4,-15666.666666666666,3.0,-10700.0,-23300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6456,931209,47016,12,3918,1,0,930414,71,6,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,0,0.0,571231,0,34,2,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854.0,2618,60382.08571428573,112901.6,200.0,23888.321559448163,0.0,13031.063636363637,22,47705.0,32.8,-11395.5,20.0,-100.0,-51800.0,-14581.0,-58324.0,4.0,0.0,0.0,0.0,-100.0,-400.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
6509,940315,55368,24,2307,1,1,930318,71,6,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,0,0.0,391225,0,71,6,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,46061.31938775512,113350.7,200.0,24131.838911620976,0.0,9204.863829787233,47,48139.0,27.2,-8239.49019607843,51.0,-14.6,-34100.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.599999999999998,-145.99999999999997,10.0,0.0,0.0,0.0,0.0,0.0,0.0
6808,941012,227880,36,6330,1,1,930925,71,6,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,2,0,0.0,551104,0,71,6,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,45134.72168674703,153213.7,1100.0,29551.4830543201,0.0,8119.228888888889,45,49115.0,24.3,-8201.278947368422,38.0,-14.6,-64600.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.599999999999996,-160.59999999999997,11.0,0.0,0.0,0.0,0.0,0.0,0.0
6745,950410,47304,24,1971,1,1,931110,71,6,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,0,0.0,710803,1,71,6,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,68740.02335329332,148093.0,400.0,30916.763221258967,0.0,15647.294736842106,76,49060.0,38.3,-12381.714285714283,91.0,-14.6,-59900.0,-8151.0,-114114.0,14.0,0.0,0.0,0.0,-14.599999999999996,-218.99999999999994,15.0,0.0,0.0,0.0,0.0,0.0,0.0
6764,950826,33984,48,708,1,1,940824,71,6,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,0,0.0,720804,1,71,6,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,38587.759999999995,55077.5,600.0,9896.492445941636,0.0,5087.997222222222,36,20196.0,18.2,-4079.4764705882358,34.0,-14.6,-14700.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.599999999999998,-102.19999999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0
