disp_id,client_id,account_id,type,birth_number,client_district_id,account_district_id,frequency,date
1259,1259,1049,OWNER,660929,18,18,monthly issuance,971204
1260,1260,1050,OWNER,455103,57,57,issuance after transaction,930224
1261,1261,1050,DISPONENT,510928,57,57,issuance after transaction,930224
1262,1262,1051,OWNER,520403,35,35,monthly issuance,931021
1263,1263,1051,DISPONENT,595225,35,35,monthly issuance,931021
1264,1264,1052,OWNER,766003,61,61,monthly issuance,930927
1265,1265,1053,OWNER,586221,57,57,monthly issuance,940525
1266,1266,1054,OWNER,526124,71,10,monthly issuance,930219
1267,1267,1055,OWNER,545211,29,29,monthly issuance,961212
1268,1268,1055,DISPONENT,490330,29,29,monthly issuance,961212
1269,1269,1056,OWNER,486231,1,1,weekly issuance,961228
1270,1270,1057,OWNER,300516,13,13,monthly issuance,930823
1271,1271,1058,OWNER,351129,47,47,monthly issuance,960611
1272,1272,1059,OWNER,440415,8,8,monthly issuance,950530
1273,1273,1060,OWNER,780615,6,6,monthly issuance,961020
1274,1274,1061,OWNER,760125,44,44,monthly issuance,971017
1275,1275,1062,OWNER,516010,1,6,monthly issuance,930711
1276,1276,1063,OWNER,425426,68,68,monthly issuance,960919
1277,1277,1064,OWNER,310407,70,70,monthly issuance,970929
1278,1278,1065,OWNER,780912,72,72,monthly issuance,930327
1279,1279,1066,OWNER,560711,16,16,weekly issuance,960915
1280,1280,1067,OWNER,520508,34,34,monthly issuance,960910
1281,1281,1067,DISPONENT,496228,34,34,monthly issuance,960910
1282,1282,1068,OWNER,361127,52,52,monthly issuance,970215
1283,1283,1069,OWNER,395209,66,70,monthly issuance,930724
1284,1284,1069,DISPONENT,430804,66,70,monthly issuance,930724
1285,1285,1070,OWNER,391126,62,62,monthly issuance,960423
1286,1286,1071,OWNER,505313,52,68,weekly issuance,930510
1287,1287,1072,OWNER,445809,65,65,monthly issuance,971209
1288,1288,1073,OWNER,720520,73,73,monthly issuance,940227
1289,1289,1074,OWNER,460918,59,59,monthly issuance,960516
1290,1290,1075,OWNER,760129,35,35,monthly issuance,950713
1291,1291,1076,OWNER,645418,1,1,monthly issuance,941030
1292,1292,1077,OWNER,770428,14,14,monthly issuance,930303
1293,1293,1078,OWNER,270129,1,1,monthly issuance,960712
1294,1294,1078,DISPONENT,305529,1,1,monthly issuance,960712
1295,1295,1079,OWNER,445209,74,74,monthly issuance,930914
1296,1296,1080,OWNER,595801,55,55,monthly issuance,931227
1297,1297,1081,OWNER,185128,64,64,monthly issuance,961221
1298,1298,1081,DISPONENT,210315,64,64,monthly issuance,961221
1299,1299,1082,OWNER,206016,2,2,monthly issuance,960608
1300,1300,1083,OWNER,791027,45,45,monthly issuance,961206
1303,1303,1085,OWNER,405816,42,42,monthly issuance,970911
1304,1304,1086,OWNER,360728,37,37,monthly issuance,960617
1305,1305,1087,OWNER,455428,55,55,monthly issuance,960626
1306,1306,1088,OWNER,226008,32,32,monthly issuance,931219
1307,1307,1089,OWNER,530408,74,74,monthly issuance,951010
1308,1308,1090,OWNER,540218,69,69,monthly issuance,961019
1309,1309,1091,OWNER,750617,1,16,monthly issuance,930909
1310,1310,1092,OWNER,775924,41,41,monthly issuance,950606
1311,1311,1093,OWNER,566218,54,54,monthly issuance,960114
1312,1312,1094,OWNER,355403,35,35,monthly issuance,960710
1313,1313,1095,OWNER,701120,54,54,monthly issuance,970618
1314,1314,1095,DISPONENT,755609,54,54,monthly issuance,970618
1315,1315,1096,OWNER,230226,34,34,monthly issuance,970303
1316,1316,1097,OWNER,466113,67,67,monthly issuance,960622
1317,1317,1097,DISPONENT,450518,67,67,monthly issuance,960622
1318,1318,1098,OWNER,310310,47,47,monthly issuance,931228
1321,1321,1100,OWNER,776109,35,35,monthly issuance,960923
1322,1322,1101,OWNER,455922,4,4,monthly issuance,970922
1323,1323,1102,OWNER,440106,70,70,monthly issuance,960219
1324,1324,1103,OWNER,565807,66,66,monthly issuance,950709
1325,1325,1104,OWNER,450919,39,39,monthly issuance,951207
1326,1326,1105,OWNER,565512,55,55,monthly issuance,940901
1327,1327,1106,OWNER,636231,20,20,weekly issuance,930829
1328,1328,1107,OWNER,375605,42,42,monthly issuance,930908
1329,1329,1108,OWNER,180216,26,26,monthly issuance,950309
1330,1330,1109,OWNER,680917,66,66,monthly issuance,941027
1331,1331,1110,OWNER,631124,54,54,monthly issuance,970710
1332,1332,1111,OWNER,576127,5,5,monthly issuance,960216
1333,1333,1112,OWNER,490420,48,48,monthly issuance,950203
1334,1334,1113,OWNER,780206,8,8,monthly issuance,960923
1335,1335,1114,OWNER,615125,1,6,weekly issuance,931113
1336,1336,1114,DISPONENT,621104,1,6,weekly issuance,931113
1337,1337,1115,OWNER,795329,56,34,monthly issuance,930327
1338,1338,1115,DISPONENT,830726,56,34,monthly issuance,930327
1339,1339,1116,OWNER,590504,22,1,monthly issuance,930720
1340,1340,1117,OWNER,395320,68,68,monthly issuance,960829
1341,1341,1118,OWNER,625617,69,48,monthly issuance,930704
1343,1343,1120,OWNER,395816,1,1,monthly issuance,931005
1344,1344,1120,DISPONENT,350218,1,1,monthly issuance,931005
1345,1345,1121,OWNER,680522,32,32,monthly issuance,960417
1346,1346,1122,OWNER,540829,13,13,monthly issuance,950812
1347,1347,1123,OWNER,700306,13,13,monthly issuance,931101
1348,1348,1123,DISPONENT,755607,13,13,monthly issuance,931101
1349,1349,1124,OWNER,685107,26,26,monthly issuance,960602
1350,1350,1125,OWNER,590428,1,1,weekly issuance,971121
1351,1351,1125,DISPONENT,515924,1,1,weekly issuance,971121
1352,1352,1126,OWNER,715401,54,56,monthly issuance,930308
1353,1353,1127,OWNER,590213,27,27,monthly issuance,930127
1354,1354,1128,OWNER,210114,64,74,monthly issuance,931121
1355,1355,1129,OWNER,765201,35,35,monthly issuance,950303
1356,1356,1130,OWNER,320918,1,1,monthly issuance,970511
1359,1359,1132,OWNER,515904,1,1,weekly issuance,930203
1360,1360,1132,DISPONENT,460819,1,1,weekly issuance,930203
1361,1361,1133,OWNER,225929,1,1,monthly issuance,931101
1362,1362,1133,DISPONENT,290103,1,1,monthly issuance,931101
1363,1363,1134,OWNER,796227,6,6,monthly issuance,930209
1364,1364,1135,OWNER,331228,1,1,monthly issuance,950717
1365,1365,1135,DISPONENT,385223,1,1,monthly issuance,950717
1366,1366,1136,OWNER,805302,12,12,monthly issuance,930807
1367,1367,1137,OWNER,656027,60,60,monthly issuance,951219
1368,1368,1137,DISPONENT,571230,60,60,monthly issuance,951219
1369,1369,1138,OWNER,781023,41,41,monthly issuance,970407
1370,1370,1139,OWNER,655111,34,34,issuance after transaction,960120
1371,1371,1140,OWNER,486022,49,49,monthly issuance,971107
1372,1372,1141,OWNER,766207,28,28,monthly issuance,970216
1373,1373,1142,OWNER,755208,74,74,monthly issuance,951019
1375,1375,1144,OWNER,770127,69,59,monthly issuance,930128
1376,1376,1145,OWNER,580903,18,31,monthly issuance,930703
1377,1377,1145,DISPONENT,515723,18,31,monthly issuance,930703
1378,1378,1146,OWNER,416125,74,67,monthly issuance,930912
1379,1379,1146,DISPONENT,370218,74,67,monthly issuance,930912
1380,1380,1147,OWNER,535729,44,44,monthly issuance,930410
1382,1382,1149,OWNER,796123,18,18,monthly issuance,950907
1383,1383,1150,OWNER,821005,29,29,monthly issuance,971008
1384,1384,1151,OWNER,535424,40,40,monthly issuance,950623
1385,1385,1152,OWNER,530830,22,45,monthly issuance,930415
1386,1386,1152,DISPONENT,565809,22,45,monthly issuance,930415
1387,1387,1153,OWNER,775222,1,35,monthly issuance,931229
1388,1388,1154,OWNER,625906,5,5,weekly issuance,970829
1389,1389,1155,OWNER,275304,43,43,monthly issuance,961004
1390,1390,1156,OWNER,795527,59,59,monthly issuance,971209
1391,1391,1157,OWNER,651122,41,7,monthly issuance,930327
1392,1392,1158,OWNER,320206,50,50,monthly issuance,940403
1393,1393,1158,DISPONENT,345501,50,50,monthly issuance,940403
1394,1394,1159,OWNER,425822,49,49,monthly issuance,940209
1395,1395,1159,DISPONENT,411018,49,49,monthly issuance,940209
1396,1396,1160,OWNER,465314,39,39,weekly issuance,960729
1397,1397,1161,OWNER,216225,66,66,monthly issuance,930508
1401,1401,1164,OWNER,810724,35,35,monthly issuance,940114
1402,1402,1165,OWNER,361125,44,44,monthly issuance,970323
1403,1403,1165,DISPONENT,445102,44,44,monthly issuance,970323
1404,1404,1166,OWNER,686220,11,11,monthly issuance,930421
1406,1406,1168,OWNER,486112,29,29,monthly issuance,941103
1407,1407,1168,DISPONENT,410804,29,29,monthly issuance,941103
1408,1408,1169,OWNER,690807,49,49,issuance after transaction,940302
1409,1409,1170,OWNER,510430,25,25,monthly issuance,960326
1410,1410,1171,OWNER,440203,18,18,monthly issuance,971220
1411,1411,1171,DISPONENT,395806,18,18,monthly issuance,971220
1412,1412,1172,OWNER,791105,6,6,monthly issuance,971025
1413,1413,1173,OWNER,695716,11,11,monthly issuance,960922
1414,1414,1174,OWNER,746113,70,70,monthly issuance,950321
1416,1416,1176,OWNER,271202,19,19,monthly issuance,961024
1417,1417,1177,OWNER,666112,27,27,monthly issuance,971220
1418,1418,1178,OWNER,745616,41,41,monthly issuance,970504
1419,1419,1179,OWNER,185125,74,74,monthly issuance,930123
1420,1420,1179,DISPONENT,160120,74,74,monthly issuance,930123
1421,1421,1180,OWNER,565210,20,20,monthly issuance,930519
1422,1422,1181,OWNER,765223,69,69,monthly issuance,970820
1423,1423,1181,DISPONENT,820411,69,69,monthly issuance,970820
1424,1424,1182,OWNER,520105,8,8,monthly issuance,970211
1425,1425,1183,OWNER,680827,12,12,monthly issuance,950508
1426,1426,1183,DISPONENT,645430,12,12,monthly issuance,950508
1427,1427,1184,OWNER,656216,14,14,monthly issuance,940506
1428,1428,1185,OWNER,200423,12,12,monthly issuance,970607
1429,1429,1185,DISPONENT,275904,12,12,monthly issuance,970607
1430,1430,1186,OWNER,825529,64,64,monthly issuance,971217
1431,1431,1187,OWNER,306108,55,55,monthly issuance,960728
1432,1432,1188,OWNER,615817,16,16,monthly issuance,960722
1433,1433,1189,OWNER,595710,72,59,monthly issuance,930319
1434,1434,1189,DISPONENT,670325,72,59,monthly issuance,930319
1435,1435,1190,OWNER,530625,52,52,monthly issuance,960909
1438,1438,1192,OWNER,636025,29,29,monthly issuance,960502
1439,1439,1193,OWNER,740910,29,29,monthly issuance,940105
1440,1440,1194,OWNER,780117,1,1,monthly issuance,940415
1441,1441,1195,OWNER,316205,42,42,monthly issuance,961227
1442,1442,1195,DISPONENT,330418,42,42,monthly issuance,961227
1443,1443,1196,OWNER,350125,29,29,monthly issuance,960116
1444,1444,1196,DISPONENT,425714,29,29,monthly issuance,960116
1445,1445,1197,OWNER,410724,68,68,monthly issuance,930907
1446,1446,1198,OWNER,540729,70,70,monthly issuance,970420
1447,1447,1198,DISPONENT,525621,70,70,monthly issuance,970420
1448,1448,1199,OWNER,576009,50,50,monthly issuance,970318
1449,1449,1200,OWNER,490629,41,33,monthly issuance,930507
1450,1450,1201,OWNER,695317,61,61,monthly issuance,930723
1452,1452,1203,OWNER,405528,72,72,monthly issuance,950809
1453,1453,1204,OWNER,665329,29,29,monthly issuance,931203
1454,1454,1205,OWNER,251003,73,73,monthly issuance,941008
1455,1455,1205,DISPONENT,275902,73,73,monthly issuance,941008
1456,1456,1206,OWNER,280424,70,70,monthly issuance,951021
1457,1457,1206,DISPONENT,346012,70,70,monthly issuance,951021
1458,1458,1207,OWNER,380408,67,67,monthly issuance,930608
1459,1459,1208,OWNER,760908,4,4,monthly issuance,971109
1460,1460,1209,OWNER,335313,23,23,monthly issuance,971023
1461,1461,1210,OWNER,691221,28,28,monthly issuance,960521
1462,1462,1211,OWNER,410302,49,49,monthly issuance,960809
1463,1463,1212,OWNER,365126,70,70,monthly issuance,951218
1464,1464,1213,OWNER,285401,36,36,monthly issuance,960508
1465,1465,1213,DISPONENT,310106,36,36,monthly issuance,960508
1466,1466,1214,OWNER,530822,39,39,monthly issuance,970119
1467,1467,1215,OWNER,240930,65,65,monthly issuance,970304
1468,1468,1216,OWNER,405416,77,77,monthly issuance,960301
1469,1469,1217,OWNER,665914,54,69,monthly issuance,931025
1470,1470,1218,OWNER,420504,1,1,monthly issuance,961212
1471,1471,1218,DISPONENT,385915,1,1,monthly issuance,961212
1472,1472,1219,OWNER,675910,1,1,monthly issuance,960608
1473,1473,1220,OWNER,316206,1,1,monthly issuance,950715
1474,1474,1221,OWNER,716215,45,45,monthly issuance,970102
1475,1475,1222,OWNER,320331,19,66,monthly issuance,930120
1476,1476,1223,OWNER,701130,70,70,monthly issuance,960810
1478,1478,1225,OWNER,690821,4,4,monthly issuance,931214
1479,1479,1226,OWNER,560622,1,1,monthly issuance,961023
1480,1480,1227,OWNER,430528,69,69,monthly issuance,960113
1481,1481,1228,OWNER,336123,62,62,monthly issuance,950409
1482,1482,1229,OWNER,505328,46,46,monthly issuance,971210
1483,1483,1230,OWNER,515510,1,1,monthly issuance,970503
1484,1484,1230,DISPONENT,520618,1,1,monthly issuance,970503
1485,1485,1231,OWNER,780514,7,7,monthly issuance,940118
1486,1486,1231,DISPONENT,745913,7,7,monthly issuance,940118
1487,1487,1232,OWNER,765827,48,48,monthly issuance,960706
1488,1488,1233,OWNER,610109,31,31,monthly issuance,960208
1489,1489,1234,OWNER,280124,6,6,monthly issuance,930913
1490,1490,1235,OWNER,280420,42,76,monthly issuance,931123
1491,1491,1236,OWNER,820421,19,19,monthly issuance,930505
1492,1492,1237,OWNER,685509,9,9,monthly issuance,940313
1493,1493,1238,OWNER,221229,1,1,monthly issuance,951029
1494,1494,1238,DISPONENT,155322,1,1,monthly issuance,951029
1495,1495,1239,OWNER,315210,1,1,monthly issuance,930410
1496,1496,1240,OWNER,425608,1,1,monthly issuance,970911
1497,1497,1241,OWNER,485803,53,53,monthly issuance,960702
1498,1498,1241,DISPONENT,410209,53,53,monthly issuance,960702
1499,1499,1242,OWNER,516129,74,74,issuance after transaction,961124
1500,1500,1243,OWNER,811212,1,1,monthly issuance,960107
1501,1501,1244,OWNER,460122,68,68,monthly issuance,960508
1502,1502,1245,OWNER,730124,68,68,monthly issuance,971112
1503,1503,1246,OWNER,220901,58,58,monthly issuance,940818
1504,1504,1246,DISPONENT,185116,58,58,monthly issuance,940818
1505,1505,1247,OWNER,715625,65,25,monthly issuance,930608
1506,1506,1248,OWNER,310625,22,22,monthly issuance,950429
1507,1507,1248,DISPONENT,296122,22,22,monthly issuance,950429
1508,1508,1249,OWNER,545630,67,67,monthly issuance,950330
1509,1509,1250,OWNER,425419,62,62,monthly issuance,960328
1510,1510,1251,OWNER,485130,34,34,weekly issuance,950718
1511,1511,1252,OWNER,625306,13,13,weekly issuance,950726
1512,1512,1253,OWNER,425811,5,5,monthly issuance,970413
1513,1513,1254,OWNER,590821,74,74,monthly issuance,950328
1514,1514,1255,OWNER,570802,68,68,monthly issuance,970702
1516,1516,1256,OWNER,466017,38,38,monthly issuance,940421
1517,1517,1257,OWNER,561002,66,66,monthly issuance,951011
1518,1518,1258,OWNER,605728,3,3,monthly issuance,960901
1519,1519,1258,DISPONENT,590706,3,3,monthly issuance,960901
1520,1520,1259,OWNER,561105,72,72,monthly issuance,970412
1521,1521,1260,OWNER,791010,5,5,monthly issuance,961117
1522,1522,1261,OWNER,685514,52,52,monthly issuance,950318
1523,1523,1262,OWNER,315830,29,29,monthly issuance,970119
1524,1524,1263,OWNER,625113,30,30,weekly issuance,960109
1525,1525,1264,OWNER,430309,1,1,monthly issuance,970216
1526,1526,1264,DISPONENT,355315,1,1,monthly issuance,970216
1527,1527,1265,OWNER,341218,49,49,monthly issuance,960225
1528,1528,1266,OWNER,640320,57,57,monthly issuance,960701
1529,1529,1267,OWNER,725620,43,43,monthly issuance,960805
1530,1530,1268,OWNER,455806,74,74,monthly issuance,930725
1531,1531,1269,OWNER,605628,52,52,monthly issuance,940328
1532,1532,1269,DISPONENT,621030,52,52,monthly issuance,940328
1533,1533,1270,OWNER,601222,55,55,issuance after transaction,960607
1534,1534,1271,OWNER,526222,17,17,monthly issuance,960618
1535,1535,1272,OWNER,361028,40,40,weekly issuance,930525
1536,1536,1273,OWNER,676013,37,37,monthly issuance,940325
1537,1537,1274,OWNER,791207,54,54,weekly issuance,960819
1539,1539,1275,OWNER,231119,32,32,monthly issuance,960626
1540,1540,1276,OWNER,371107,36,36,monthly issuance,930107
1541,1541,1276,DISPONENT,335306,36,36,monthly issuance,930107
1542,1542,1277,OWNER,191208,31,31,monthly issuance,930620
1543,1543,1277,DISPONENT,275602,31,31,monthly issuance,930620
1546,1546,1279,OWNER,300413,28,28,monthly issuance,971013
1547,1547,1279,DISPONENT,276220,28,28,monthly issuance,971013
1548,1548,1280,OWNER,230304,70,70,monthly issuance,950503
1549,1549,1280,DISPONENT,286114,70,70,monthly issuance,950503
1550,1550,1281,OWNER,466121,8,8,monthly issuance,970414
1554,1554,1284,OWNER,441215,55,55,monthly issuance,970702
1555,1555,1285,OWNER,500914,30,65,monthly issuance,930604
1556,1556,1286,OWNER,500402,66,66,issuance after transaction,931123
1557,1557,1287,OWNER,596214,35,35,monthly issuance,950304
1558,1558,1288,OWNER,275125,11,11,monthly issuance,931127
1559,1559,1289,OWNER,401020,72,72,monthly issuance,960707
1561,1561,1291,OWNER,235916,1,1,monthly issuance,940704
1562,1562,1291,DISPONENT,190814,1,1,monthly issuance,940704
1563,1563,1292,OWNER,780806,3,3,monthly issuance,940903
1564,1564,1293,OWNER,475625,40,40,monthly issuance,960903
1565,1565,1294,OWNER,600519,71,71,monthly issuance,941127
1566,1566,1295,OWNER,666020,15,15,monthly issuance,941028
1567,1567,1296,OWNER,300419,50,50,monthly issuance,961202
1568,1568,1296,DISPONENT,275629,50,50,monthly issuance,961202
1569,1569,1297,OWNER,565717,54,70,monthly issuance,930727
1570,1570,1297,DISPONENT,580617,54,70,monthly issuance,930727
1571,1571,1298,OWNER,676015,7,7,monthly issuance,960120
1572,1572,1299,OWNER,636212,1,1,monthly issuance,930621
1574,1574,1301,OWNER,790218,18,18,monthly issuance,940915
1575,1575,1302,OWNER,236006,55,55,monthly issuance,931121
1576,1576,1302,DISPONENT,190502,55,55,monthly issuance,931121
1577,1577,1303,OWNER,440419,23,23,monthly issuance,970908
1578,1578,1304,OWNER,715815,40,40,monthly issuance,960427
1579,1579,1305,OWNER,631013,27,57,monthly issuance,930825
1580,1580,1306,OWNER,685618,1,1,monthly issuance,950322
1581,1581,1307,OWNER,635415,56,56,monthly issuance,941205
1582,1582,1308,OWNER,340214,54,54,monthly issuance,960925
1583,1583,1309,OWNER,725108,1,1,monthly issuance,950415
1584,1584,1310,OWNER,625129,1,1,monthly issuance,960222
1585,1585,1311,OWNER,350720,60,60,monthly issuance,960103
1586,1586,1311,DISPONENT,345112,60,60,monthly issuance,960103
1587,1587,1312,OWNER,280505,23,23,monthly issuance,941015
1588,1588,1313,OWNER,501029,45,45,monthly issuance,971001
1589,1589,1314,OWNER,516127,48,48,monthly issuance,931203
1590,1590,1315,OWNER,405810,13,13,monthly issuance,950417
1591,1591,1316,OWNER,535707,42,42,monthly issuance,961213
1592,1592,1317,OWNER,280411,56,56,monthly issuance,940218
1593,1593,1317,DISPONENT,255531,56,56,monthly issuance,940218
1594,1594,1318,OWNER,390929,56,56,monthly issuance,971222
1595,1595,1319,OWNER,546216,56,56,issuance after transaction,970808
1596,1596,1320,OWNER,786022,58,58,monthly issuance,961118
1597,1597,1321,OWNER,560510,60,60,monthly issuance,970327
1598,1598,1322,OWNER,250425,67,17,monthly issuance,930705
1599,1599,1323,OWNER,641008,43,43,monthly issuance,960520
1600,1600,1323,DISPONENT,655615,43,43,monthly issuance,960520
1601,1601,1324,OWNER,695329,42,42,monthly issuance,961105
1602,1602,1324,DISPONENT,681230,42,42,monthly issuance,961105
1603,1603,1325,OWNER,680827,26,26,monthly issuance,960808
1604,1604,1325,DISPONENT,695721,26,26,monthly issuance,960808
1605,1605,1326,OWNER,805921,52,52,monthly issuance,961111
1606,1606,1327,OWNER,820902,65,65,monthly issuance,940824
1607,1607,1328,OWNER,415526,8,8,monthly issuance,960504
1608,1608,1329,OWNER,411111,53,53,monthly issuance,960916
1609,1609,1329,DISPONENT,445530,53,53,monthly issuance,960916
1610,1610,1330,OWNER,425423,68,68,monthly issuance,961022
1611,1611,1331,OWNER,636202,59,59,monthly issuance,950103
1612,1612,1331,DISPONENT,590630,59,59,monthly issuance,950103
1613,1613,1332,OWNER,610115,50,59,monthly issuance,930325
1614,1614,1333,OWNER,380518,21,21,monthly issuance,940929
1615,1615,1334,OWNER,525428,74,74,monthly issuance,930514
1616,1616,1335,OWNER,380523,54,54,monthly issuance,950921
1617,1617,1336,OWNER,505430,5,5,monthly issuance,970226
1618,1618,1337,OWNER,796207,17,23,monthly issuance,930901
1619,1619,1338,OWNER,425127,74,74,monthly issuance,930111
1620,1620,1338,DISPONENT,360515,74,74,monthly issuance,930111
1621,1621,1339,OWNER,525405,76,76,monthly issuance,970706
1622,1622,1340,OWNER,501012,52,52,monthly issuance,971028
1623,1623,1341,OWNER,630709,36,36,monthly issuance,951121
1624,1624,1342,OWNER,650910,9,9,monthly issuance,971009
1625,1625,1342,DISPONENT,735712,9,9,monthly issuance,971009
1628,1628,1344,OWNER,575325,12,12,issuance after transaction,950716
1629,1629,1345,OWNER,660901,28,28,monthly issuance,931019
1630,1630,1345,DISPONENT,645219,28,28,monthly issuance,931019
1631,1631,1346,OWNER,760430,74,74,monthly issuance,970701
1632,1632,1347,OWNER,435220,8,8,monthly issuance,961124
1633,1633,1348,OWNER,725828,55,55,monthly issuance,971112
1634,1634,1348,DISPONENT,691110,55,55,monthly issuance,971112
1635,1635,1349,OWNER,305902,75,75,monthly issuance,960305
1636,1636,1349,DISPONENT,320912,75,75,monthly issuance,960305
1637,1637,1350,OWNER,431020,21,21,weekly issuance,960825
1638,1638,1351,OWNER,545130,40,40,monthly issuance,960329
1639,1639,1352,OWNER,595501,1,1,monthly issuance,940923
1640,1640,1353,OWNER,535613,51,51,monthly issuance,940421
1641,1641,1354,OWNER,235128,31,31,monthly issuance,970621
1642,1642,1355,OWNER,596010,1,1,monthly issuance,970816
1643,1643,1356,OWNER,765417,39,39,monthly issuance,970201
1644,1644,1357,OWNER,760606,56,56,monthly issuance,951120
1645,1645,1358,OWNER,615310,39,39,monthly issuance,960421
1646,1646,1359,OWNER,660317,8,8,monthly issuance,931202
1647,1647,1360,OWNER,785326,71,71,monthly issuance,940814
1648,1648,1361,OWNER,520312,46,46,monthly issuance,961209
1649,1649,1361,DISPONENT,505316,46,46,monthly issuance,961209
1650,1650,1362,OWNER,530329,1,1,monthly issuance,961219
1651,1651,1363,OWNER,665710,11,11,monthly issuance,970323
1653,1653,1365,OWNER,440619,42,42,monthly issuance,960315
1654,1654,1366,OWNER,631208,60,60,monthly issuance,930224
1655,1655,1367,OWNER,720204,74,74,monthly issuance,960820
1656,1656,1368,OWNER,685618,22,22,monthly issuance,961212
1657,1657,1369,OWNER,351002,32,32,monthly issuance,960323
1658,1658,1370,OWNER,295821,52,52,monthly issuance,960925
1659,1659,1371,OWNER,376215,1,1,monthly issuance,940427
1660,1660,1372,OWNER,826211,1,1,monthly issuance,930316
1661,1661,1373,OWNER,535416,47,47,monthly issuance,930612
1662,1662,1374,OWNER,670907,53,53,monthly issuance,960926
1663,1663,1375,OWNER,570429,19,19,monthly issuance,940427
1664,1664,1376,OWNER,186110,64,64,monthly issuance,950920
1665,1665,1376,DISPONENT,120302,64,64,monthly issuance,950920
1666,1666,1377,OWNER,410831,1,1,monthly issuance,960925
1667,1667,1377,DISPONENT,405813,1,1,monthly issuance,960925
1668,1668,1378,OWNER,495817,20,59,monthly issuance,930304
1669,1669,1379,OWNER,521025,47,47,monthly issuance,971001
1670,1670,1380,OWNER,610507,53,53,monthly issuance,960219
1671,1671,1381,OWNER,315915,57,57,monthly issuance,931101
1672,1672,1381,DISPONENT,280107,57,57,monthly issuance,931101
1673,1673,1382,OWNER,720709,48,48,monthly issuance,930803
1674,1674,1383,OWNER,206027,11,11,monthly issuance,960415
1675,1675,1384,OWNER,400215,74,74,weekly issuance,960328
1676,1676,1385,OWNER,530203,53,53,monthly issuance,970508
1677,1677,1385,DISPONENT,465907,53,53,monthly issuance,970508
1679,1679,1387,OWNER,425417,67,67,monthly issuance,970101
1680,1680,1388,OWNER,755328,29,29,monthly issuance,940502
1681,1681,1389,OWNER,401125,34,34,monthly issuance,970805
1682,1682,1390,OWNER,560907,69,69,monthly issuance,961230
1683,1683,1391,OWNER,516224,15,15,monthly issuance,961221
1684,1684,1391,DISPONENT,461025,15,15,monthly issuance,961221
1685,1685,1392,OWNER,445421,61,60,monthly issuance,930428
1686,1686,1393,OWNER,476108,1,1,monthly issuance,961124
1687,1687,1393,DISPONENT,470227,1,1,monthly issuance,961124
1688,1688,1394,OWNER,230810,32,32,monthly issuance,941227
1689,1689,1395,OWNER,361204,1,1,monthly issuance,951121
1690,1690,1396,OWNER,475817,46,46,monthly issuance,960626
1691,1691,1397,OWNER,785208,21,17,monthly issuance,930322
1692,1692,1398,OWNER,720207,62,62,monthly issuance,940818
1693,1693,1399,OWNER,805706,45,45,monthly issuance,960520
1694,1694,1399,DISPONENT,791227,45,45,monthly issuance,960520
1696,1696,1401,OWNER,235321,1,1,monthly issuance,930812
1697,1697,1402,OWNER,645110,55,74,monthly issuance,930326
1698,1698,1402,DISPONENT,671121,55,74,monthly issuance,930326
1699,1699,1403,OWNER,550311,17,17,monthly issuance,951102
1700,1700,1404,OWNER,490309,7,7,weekly issuance,930922
1701,1701,1404,DISPONENT,455611,7,7,weekly issuance,930922
1702,1702,1405,OWNER,735407,53,53,monthly issuance,960604
1703,1703,1406,OWNER,180111,50,50,monthly issuance,940304
1704,1704,1406,DISPONENT,146003,50,50,monthly issuance,940304
1705,1705,1407,OWNER,465701,19,19,issuance after transaction,970411
1706,1706,1407,DISPONENT,440719,19,19,issuance after transaction,970411
1707,1707,1408,OWNER,510218,10,10,monthly issuance,960907
1709,1709,1410,OWNER,526213,74,74,monthly issuance,930911
1710,1710,1411,OWNER,440211,54,54,monthly issuance,930709
1711,1711,1412,OWNER,625614,64,64,monthly issuance,930518
1712,1712,1412,DISPONENT,640101,64,64,monthly issuance,930518
1713,1713,1413,OWNER,350421,65,65,monthly issuance,950607
1714,1714,1414,OWNER,450522,58,58,monthly issuance,950117
1717,1717,1416,OWNER,795307,73,66,weekly issuance,930712
1718,1718,1417,OWNER,380727,75,75,monthly issuance,941220
1719,1719,1418,OWNER,700809,35,35,monthly issuance,970209
1720,1720,1419,OWNER,345224,33,33,monthly issuance,931222
1721,1721,1419,DISPONENT,340702,33,33,monthly issuance,931222
1722,1722,1420,OWNER,331001,68,68,monthly issuance,950608
1723,1723,1421,OWNER,815228,71,71,monthly issuance,941005
1724,1724,1422,OWNER,346021,68,68,monthly issuance,930409
1725,1725,1423,OWNER,595118,76,76,monthly issuance,950908
1726,1726,1423,DISPONENT,520603,76,76,monthly issuance,950908
1727,1727,1424,OWNER,510121,32,32,monthly issuance,970520
1728,1728,1424,DISPONENT,465818,32,32,monthly issuance,970520
1729,1729,1425,OWNER,470516,76,76,monthly issuance,930706
1730,1730,1426,OWNER,321215,40,40,monthly issuance,951027
1731,1731,1427,OWNER,686130,17,17,monthly issuance,951008
1733,1733,1429,OWNER,745720,57,57,monthly issuance,930730
1734,1734,1430,OWNER,751110,26,26,monthly issuance,970213
1735,1735,1430,DISPONENT,765531,26,26,monthly issuance,970213
1736,1736,1431,OWNER,795417,41,41,monthly issuance,960611
1737,1737,1432,OWNER,550730,27,27,monthly issuance,970719
1738,1738,1432,DISPONENT,635125,27,27,monthly issuance,970719
