,account_id,balance_mean,balance_max,balance_min,balance_std,reached_negative_balance,amount_mean,amount_max,amount_min
261,8645,26268.190000000002,59731.2,700.0,10061.74754535482,1.0,165.11583333333328,25394.0,-18600.0
262,8688,34806.92142857143,55705.9,400.0,13611.996793054312,1.0,3979.0,26454.0,-16800.0
263,8713,28620.397802197815,56839.2,400.0,11546.844223750082,1.0,300.8076923076923,25605.0,-19896.0
264,8742,32407.646875000013,61770.9,900.0,13829.31451712406,1.0,990.4062499999999,23496.0,-34880.0
265,8772,17535.77922077922,37880.4,800.0,9184.828049923844,1.0,91.99220779220781,16554.0,-11000.0
266,8784,45497.74206349206,96165.9,1100.0,15938.03881118303,1.0,418.79523809523795,55186.0,-37800.0
267,8919,20237.192592592604,33813.8,1000.0,6245.93412833056,1.0,339.2135802469136,9200.0,-5520.0
268,8926,36640.32207792207,61992.7,200.0,10665.19971885472,1.0,388.3155844155843,26384.0,-19200.0
269,8931,62765.86554621841,170682.8,200.0,34244.48654819336,1.0,220.70588235294136,48653.0,-63700.0
270,9031,46214.125,102693.8,900.0,27989.62982257298,1.0,4288.55625,46534.0,-25900.0
271,9037,32014.602808988817,62516.8,400.0,11317.701056486838,1.0,351.2202247191012,19533.0,-17200.0
272,9052,39870.41127819551,139580.2,-8245.1,26402.523065490066,-1.0,641.9203007518794,49067.0,-48700.0
273,9138,36907.37301587301,93792.7,-625.1,29722.5147466676,-1.0,25.08571428571431,44581.0,-26600.0
274,9140,23124.206611570247,53314.4,500.0,8941.444783681356,1.0,253.1760330578512,21014.0,-19600.0
275,9153,33782.06138613862,48645.0,600.0,7816.654293992667,1.0,370.6277227722772,12600.0,-5280.0
276,9156,29463.69090909091,69553.7,600.0,16549.38749817766,1.0,266.9878787878791,48983.0,-28700.0
277,9159,40349.88486238527,71208.5,700.0,10524.344981804674,1.0,326.6467889908258,24328.5,-16800.0
278,9167,39041.918750000026,104227.6,500.0,24359.757099878625,1.0,468.30875,48428.0,-39800.0
279,9179,37189.771951219525,74896.6,1000.0,12651.725211135927,1.0,463.45853658536595,32253.0,-26100.0
280,9201,48395.94017857145,106089.9,1000.0,20832.490600084413,1.0,248.8151785714285,64503.0,-68400.0
281,9208,33221.21157024794,70376.1,871.3,14676.807230906808,1.0,307.17603305785127,30794.0,-22239.0
282,9225,42341.637755102034,116637.5,600.0,19753.53991751057,1.0,238.99285714285702,49398.0,-40400.0
283,9227,18241.440000000006,28098.6,900.0,6812.897166080389,1.0,575.5566666666667,7500.0,-6500.0
284,9235,39962.46618705034,69424.9,700.0,10772.622802819164,1.0,295.2964028776978,23547.0,-17500.0
285,9241,49699.664814814845,89240.1,1100.0,16853.23091490183,1.0,1108.5703703703705,42783.0,-28000.0
286,9242,36729.80172413793,48344.0,200.0,9960.41027305306,1.0,732.7793103448275,11748.0,-9500.0
287,9263,30719.746666666648,64870.4,700.0,15914.15224494303,1.0,301.852,29685.0,-21100.0
288,9353,45805.499999999956,125455.0,900.0,25098.11791839791,1.0,908.1301587301588,49720.0,-39900.0
289,9377,55851.80263157897,111406.5,400.0,25907.897039549807,1.0,599.8585526315788,49312.0,-37000.0
290,9424,29077.81470588236,53379.4,500.0,10160.935911263663,1.0,918.4705882352941,20904.0,-15400.0
291,9433,41961.44925373131,65444.3,600.0,12613.77088609032,1.0,567.8164179104477,25912.5,-40000.0
292,9455,56102.474107142814,102667.1,1000.0,20395.42933231177,1.0,410.0375000000001,56212.0,-51900.0
293,9491,57411.608287292736,127323.7,800.0,22184.525067948405,1.0,542.7447513812152,65738.0,-50700.0
294,9494,23391.68913043479,40761.2,400.0,10577.341912266538,1.0,450.84999999999997,17136.0,-12100.0
295,9504,49678.366233766246,110020.6,700.0,19137.47549354965,1.0,887.8844155844158,55628.0,-56700.0
296,9513,31402.28372093025,54764.2,700.0,11502.504969878728,1.0,363.217441860465,30489.0,-23600.0
297,9560,38742.923809523796,88837.6,400.0,23121.177375382613,1.0,1839.7714285714287,44217.0,-35200.0
298,9631,29114.62258064515,67122.1,200.0,14649.678111363053,1.0,364.19354838709677,22292.0,-24204.0
299,9633,45016.69083333332,119012.4,-5525.0,28083.258524411067,-1.0,457.5766666666667,48601.0,-38900.0
300,9646,43095.511627907,111246.0,300.0,25143.863474987375,1.0,249.97906976744187,44680.0,-45700.0
301,9673,37386.856043956046,60161.5,1100.0,10470.008388378354,1.0,620.6329670329671,22052.0,-16884.0
302,9677,27522.8837837838,45836.3,500.0,9910.186691214738,1.0,699.4621621621621,20433.0,-12600.0
303,9730,29865.189743589748,42494.9,900.0,8523.994736371056,1.0,834.9948717948718,16041.0,-9800.0
304,9859,53217.729473684245,104169.8,400.0,20909.13085530915,1.0,778.1705263157896,45094.0,-28400.0
305,10005,51175.19230769228,87392.9,200.0,20060.060760158605,1.0,814.6692307692307,52688.0,-33900.0
306,10022,54315.558974358966,81063.2,400.0,14925.629654032198,1.0,1094.7205128205128,40884.0,-20500.0
307,10049,17625.444285714286,29167.6,300.0,6505.144392712536,1.0,213.28571428571425,8700.0,-9100.0
308,10063,54476.857142857174,105024.8,200.0,25141.67782753039,1.0,964.2591836734694,58353.0,-62800.0
309,10065,72885.7580882353,144268.6,1100.0,27188.600747496173,1.0,384.48014705882355,49001.0,-61300.0
310,10068,68874.72173913044,101117.1,1000.0,26062.87599367688,1.0,2508.6260869565217,33149.0,-38000.0
311,10134,60593.84067796614,119446.2,600.0,21974.288190104475,1.0,879.6440677966102,48627.0,-46800.0
312,10148,44135.943835616454,61159.2,700.0,9993.7115936999,1.0,538.5246575342466,20262.0,-10400.0
313,10202,46147.52168674695,120227.9,300.0,29670.98796380573,1.0,116.63132530120481,47968.0,-58900.0
314,10215,42830.99523809522,58281.2,300.0,9857.958953203319,1.0,737.2396825396826,21466.0,-11600.0
315,10233,37233.14339622638,77714.9,500.0,12741.36862395962,1.0,269.9141509433962,35871.0,-29600.0
316,10243,68510.41730769233,131410.1,200.0,27032.8497675628,1.0,1062.3326923076927,49919.0,-62000.0
317,10257,54062.07923076921,126763.3,900.0,25528.823087216588,1.0,518.523076923077,49874.0,-54100.0
318,10280,58819.48769230771,111159.5,600.0,22066.350640769957,1.0,824.9476923076924,52221.0,-60500.0
319,10345,25084.423664122143,46698.9,1000.0,8521.24976297791,1.0,106.35343511450384,15171.0,-9800.0
320,10351,18675.060305343504,32019.4,800.0,5238.609386229244,1.0,102.52824427480914,11800.0,-7000.0
321,10361,56531.81724137928,106368.8,500.0,24247.686645578247,1.0,596.1258620689655,65160.0,-40600.0
322,10365,31518.18205128205,88731.8,-718.6,20629.925861099913,-1.0,148.276923076923,41871.0,-30000.0
323,10404,48180.37787610617,77920.1,300.0,13378.644686694153,1.0,271.14159292035396,36932.0,-23900.0
324,10445,54304.50852713175,88158.1,800.0,14228.947498673431,1.0,407.4922480620154,35865.0,-37120.0
325,10478,62460.22678571422,137673.6,200.0,31861.593317575807,1.0,103.24017857142894,42297.0,-61500.0
326,10493,45733.435483870955,83556.1,300.0,20414.41994525505,1.0,388.45806451612907,47382.0,-32600.0
327,10613,58128.0311111111,94979.3,700.0,22774.886854981123,1.0,1556.4133333333334,46838.0,-72000.0
328,10644,61366.86933333335,120646.8,400.0,22661.35829606039,1.0,886.1840000000002,67488.0,-47000.0
329,10645,64087.07016129029,134634.4,500.0,23975.57853390495,1.0,220.0225806451612,73890.0,-62700.0
330,10650,72465.66956521738,135473.2,300.0,30856.626329016868,1.0,3507.8130434782606,70352.0,-45400.0
331,10652,41690.600000000006,87185.5,700.0,16927.388702656517,1.0,338.4755813953487,45213.0,-34200.0
332,10679,64942.89333333335,111796.9,900.0,28961.929740251046,1.0,2925.5399999999995,74176.0,-45700.0
333,10711,78724.20970149257,97336.5,1100.0,16373.293143798599,1.0,665.0865671641792,33066.0,-23000.0
334,10774,28634.13921568627,41024.0,1000.0,8016.806960032864,1.0,562.3078431372548,9200.0,-7500.0
335,10789,59138.441780821915,150977.5,900.0,25823.684557712557,1.0,523.2130136986302,48560.0,-57600.0
336,10799,28375.804000000007,37613.5,800.0,7195.005761508947,1.0,732.546,9400.0,-16300.0
337,10807,48557.38070175438,92407.6,600.0,19396.025620660006,1.0,1131.5333333333335,50602.0,-36800.0
338,10812,54575.39882352948,140245.8,300.0,28027.564719301627,1.0,290.5847058823528,48538.0,-40700.0
339,10857,29028.266101694928,66054.9,700.0,19243.80993883318,1.0,176.52372881355936,43502.0,-27100.0
340,10905,41985.62040816326,53271.2,1000.0,9814.240638203997,1.0,872.6959183673471,13722.0,-6000.0
341,10915,20874.116101694934,52438.0,600.0,9790.925693713747,1.0,81.70932203389827,22868.0,-15200.0
342,10954,40748.34523809522,58660.4,300.0,11470.114892915593,1.0,1054.9571428571428,19137.0,-11900.0
343,11027,33044.01566265063,51009.5,800.0,8252.713497278719,1.0,389.79397590361447,18038.0,-20320.0
344,11069,42572.410084033574,97010.1,1100.0,16541.33759794592,1.0,384.0899159663866,45673.0,-37000.0
345,11079,66405.07079646023,125191.7,300.0,25389.78426954882,1.0,392.44070796460176,73724.0,-64100.0
346,11096,37524.886363636346,64468.6,800.0,14909.062931918304,1.0,1714.3954545454544,36368.0,-27400.0
347,11141,52484.82250000001,106467.0,200.0,27425.065485451003,1.0,1924.65,47238.0,-78600.0
348,11231,60522.04038461537,109529.5,900.0,20954.26377318421,1.0,1194.6115384615384,66964.0,-50900.0
349,11244,51964.01927710842,108538.5,200.0,24707.29100625304,1.0,668.0385542168676,47085.0,-47600.0
350,11271,26491.780180180172,43949.4,200.0,7217.69610312447,1.0,177.99819819819817,16833.0,-11500.0
351,11317,64978.07241379313,135890.4,700.0,26748.86036560322,1.0,527.6448275862069,49407.0,-61700.0
352,11327,55438.851851851854,81495.6,300.0,14622.737828138348,1.0,1150.3574074074074,30462.0,-23600.0
353,11328,38619.102830188676,102466.2,1000.0,17484.95575947918,1.0,295.31415094339616,44135.0,-61000.0
